"Data Source","World Development Indicators",

"Last Updated Date","2020-09-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Uzbekistan","UZB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92000","173000","960000","811000","487000","302000","345000","332000","231000","262000","242000","560000","903000","1069000","1215000","975000","1393000","1895000","1969000","1862000","1918000","2027000","2690000","5346000","",
"St. Vincent and the Grenadines","VCT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60000","58000","65000","67000","68000","73000","71000","78000","79000","87000","96000","97000","90000","84000","75000","72000","74000","74000","72000","71000","75000","79000","76000","80000","",
"Venezuela, RB","VEN","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700000","759000","814000","685000","587000","469000","584000","432000","337000","486000","706000","748000","756000","699000","562000","526000","595000","988000","986000","857000","789000","601000","427000","","",
"British Virgin Islands","VGB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219000","244000","244000","279000","284000","272000","296000","282000","278000","304000","337000","356000","358000","346000","309000","330000","338000","351000","366000","386000","393000","408000","335000","192000","",
"Virgin Islands (U.S.)","VIR","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454000","373000","393000","422000","484000","546000","527000","520000","538000","563000","594000","571000","587000","574000","563000","572000","567000","619000","590000","615000","642000","667000","535000","381000","",
"Vietnam","VNM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1351000","1607000","1716000","1520000","1782000","2140000","2330000","2628000","2429000","2928000","3477000","3583000","4229000","4236000","3747000","5050000","6014000","6848000","7572000","7874000","7944000","10013000","12922000","15498000","",
"Vanuatu","VUT","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44000","46000","50000","52000","51000","58000","53000","49000","50000","61000","62000","68000","81000","90500","100700","97200","94000","108200","110000","109000","90000","95100","109000","116000","",
"World","WLD","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","532953051.659481","565594074.159066","595103445.74214","613237036.37277","638602226.925755","689646049.507244","690513487.810032","711141538.331522","701698868.578174","775453106.306406","823378342.596577","869722828.691379","934622716.614183","950386923.388043","911852198.955844","973771581.241253","1013076858.38858","1070183028.77306","1122920655.26507","1177079693.17739","1227873879.45494","1271881626.80455","1363216205.39455","1441953149.14329","",
"Samoa","WSM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68000","73000","68000","78000","85000","88000","88000","89000","92000","98000","102000","110000","117000","118000","122000","122000","121000","126000","116000","120400","128000","134000","146000","164000","",
"Kosovo","XKX","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61000","74000","80000","88000","58000","73000","76000","98000","155000","274000","336000","1061000","948000","1023000","1028000","1025000","829000","874000","990000","1017500","366700","","","","",
"South Africa","ZAF","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4488000","4915000","4976000","5732000","5890000","5872000","5787000","6430000","6505000","6678000","7369000","8396000","9091000","9592000","7012000","8074000","8339000","9188000","9537000","9549000","8904000","10044000","10285000","10472000","",
"Zambia","ZMB","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163000","264000","341000","362000","404000","457000","492000","565000","413000","515000","669000","757000","897000","812000","710000","815000","920000","859000","915000","947000","932000","956000","1083000","1072000","",
"Zimbabwe","ZWE","International tourism, number of arrivals","ST.INT.ARVL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1416000","1597000","1336000","2090000","2250000","1967000","2217000","2041000","2256000","1854000","1559000","2287000","2506000","1956000","2017000","2239000","2423000","1794000","1833000","1880000","2057000","2168000","2423000","2580000","",
